ID,Square_Feet,Bedrooms,Bathrooms,Location,Year_Built,Condition,Price
7595,2309,1.0,3,Suburban,2022,Old,301080.0
7596,2378,5.0,2,Urban,1996,New,746400.0
7597,1679,5.0,2,Suburban,1969,Average,274640.0
7598,2962,3.0,2,Urban,1987,Average,596400.0
7599,2372,5.0,1,Rural,1986,New,444960.0
7600,2448,5.0,3,Suburban,2007,Old,342760.0
7601,2159,5.0,1,Suburban,1966,New,516160.0
7602,3769,5.0,3,Suburban,1991,Average,636040.0
7603,4760,2.0,2,Suburban,1981,Good,940000.0
7604,4611,2.0,1,Suburban,2011,New,1119640.0
7605,880,4.0,1,Suburban,1970,Average,132800.0
7606,3532,1.0,3,Suburban,1982,Good,690400.0
7607,3509,3.0,1,Suburban,2016,New,870160.0
7608,3222,4.0,1,Urban,1955,Old,460300.0
7609,4441,2.0,2,Urban,2015,Average,910200.0
7610,1467,2.0,3,Urban,1981,Good,359750.0
7611,3296,2.0,1,Suburban,2013,Good,674200.0
7612,4299,4.0,2,Urban,1975,Old,646850.0
7613,4298,2.0,1,Suburban,2011,Average,700680.0
7614,2244,4.0,2,Urban,1954,Good,560950.0743563917
7615,2145,2.0,1,Urban,1960,Old,283750.0
7616,1989,5.0,2,Urban,1998,Average,432800.0
7617,1258,5.0,2,Urban,2011,Old,236700.0
7618,2012,1.0,3,Suburban,2009,Old,252440.0
7619,1711,2.0,2,Urban,1951,Old,214650.0
7620,1825,1.0,1,Urban,2008,Old,273750.0
7621,3211,4.0,2,Suburban,1974,Average,514760.0
7622,871,1.0,2,Urban,2017,Old,144650.0
7623,3485,2.0,1,Urban,1991,Old,515750.0
7624,1993,4.0,1,Suburban,2020,Good,440600.0
7625,2648,4.0,2,Urban,2004,Average,560600.0
7626,3184,5.0,1,Urban,1987,Average,655800.0
7627,2822,4.0,2,Urban,1992,Old,442300.0
7628,4541,4.0,2,Urban,2019,Old,727150.0
7629,2098,1.0,2,Urban,2002,New,628400.0
7630,4902,4.0,1,Urban,1970,Old,727300.0
7631,1704,3.0,3,Urban,1969,Average,331800.0
7632,3826,5.0,3,Urban,1968,Good,966500.0
7633,2828,5.0,2,Urban,1982,Average,584600.0
7634,3420,4.0,2,Urban,2012,Good,894000.0
7635,3446,1.0,1,Urban,2017,Old,525900.0
7636,3089,5.0,3,Urban,2009,New,977700.0
7637,4672,5.0,3,Suburban,1968,Good,944400.0
7638,2285,3.0,3,Suburban,1977,Average,364600.0
7639,3951,4.0,1,Suburban,1971,Old,467120.0
7640,2240,5.0,1,Suburban,2000,Good,524995.9229380854
7641,1565,5.0,1,Suburban,2012,New,419600.0
7642,3238,5.0,2,Suburban,2011,New,825120.0
7643,4892,5.0,1,Urban,1978,New,1477600.0
7644,1949,1.0,2,Urban,1981,Old,270350.0
7645,4365,2.0,2,Urban,2022,Good,1120250.0
7646,4942,3.0,2,Urban,1974,Good,1226500.0
7647,2772,1.0,2,Rural,1965,Old,211480.0
7648,3466,3.0,1,Rural,1964,Good,495900.0
7649,1263,5.0,1,Urban,2008,Old,229450.0
7650,2981,3.0,3,Suburban,1997,New,734440.0
7651,2442,,3,Urban,1967,Good,609500.0
7652,4688,4.0,2,Suburban,1972,New,1124120.0
7653,1640,2.0,3,Suburban,2004,Old,212800.0
7654,3454,2.0,3,Urban,1991,New,1039200.0
7655,4918,3.0,3,Suburban,1952,Average,760880.0
7656,1365,1.0,2,Suburban,2020,Old,180800.0
7657,1764,1.0,3,Suburban,2001,Average,285240.0
7658,3082,5.0,1,Urban,1960,Old,454300.0
7659,1795,1.0,2,Rural,2004,New,324100.0
7660,1987,2.0,1,Suburban,1974,New,452880.0
7661,4054,1.0,2,Suburban,1990,New,959960.0
7662,1456,5.0,1,Urban,1986,Average,309200.0
7663,3782,4.0,3,Urban,2004,New,1170600.0
7664,1913,1.0,2,Suburban,1958,Average,261080.0
7665,1356,1.0,1,Urban,1985,Average,248200.0
7666,3819,2.0,2,Urban,2006,Good,967750.0
7667,3104,3.0,1,Urban,2012,Good,800000.0
7668,3380,4.0,3,Urban,1969,Good,846000.0
7669,851,3.0,2,Urban,1996,Old,140650.0
7670,2161,,2,Urban,1969,Average,438200.0
7671,1994,5.0,1,Urban,1955,New,585200.0
7672,4819,3.0,1,Suburban,2022,Good,997800.0
7673,3938,2.0,3,Urban,1978,Old,580700.0
7674,2448,2.0,1,Urban,1998,Average,489600.0
7675,1471,2.0,1,Suburban,1955,Old,133520.0
7676,1577,4.0,1,Urban,1988,New,483100.0
7677,3079,5.0,3,Urban,1981,Good,792750.0
7678,3822,5.0,3,Urban,1998,Average,804400.0
7679,2660,5.0,2,Suburban,1992,Old,348200.0
7680,3939,4.0,3,Suburban,1977,Good,796800.0
7681,1874,5.0,1,Urban,1994,Good,538338.719449897
7682,2516,3.0,2,Suburban,2014,Average,433560.0
7683,2083,1.0,3,Rural,1999,Good,313450.0
7684,2786,4.0,3,Urban,2003,Old,452900.0
7685,3433,1.0,1,Suburban,2000,Average,541280.0
7686,1801,3.0,1,Urban,1992,Average,364200.0
7687,1846,2.0,3,Suburban,2013,Good,394200.0
7688,2976,2.0,2,Suburban,1979,New,700240.0
7689,3138,2.0,1,Suburban,1991,New,746120.0
7690,2655,4.0,3,Suburban,1987,New,656200.0
7691,1300,2.0,3,Suburban,2015,Old,183000.0
7692,3033,,1,Urban,2018,Average,646600.0
7693,3339,4.0,2,Urban,1964,Good,825750.0
7694,4514,1.0,2,Suburban,2010,New,1090360.0
7695,3132,2.0,2,Urban,1955,Good,745000.0
7696,1400,5.0,1,Urban,1973,New,425000.0
7697,1788,2.0,1,Urban,1963,New,501400.0
7698,2681,2.0,1,Urban,1961,Good,633250.0
7699,2554,2.0,2,Urban,2004,Old,394100.0
7700,3264,5.0,2,Suburban,2017,Good,706800.0
7701,3023,5.0,1,Urban,1993,Good,780750.0
7702,2294,4.0,1,Suburban,2000,Old,297280.0
7703,1652,5.0,1,Urban,1987,Old,266800.0
7704,1251,4.0,2,Suburban,1990,Good,267200.0
7705,3124,1.0,3,Urban,1993,Old,463135.65858920093
7706,2558,4.0,3,Suburban,1965,New,610920.0
7707,4153,2.0,2,Urban,1999,Old,628950.0
7708,4936,3.0,1,Suburban,1987,Good,986200.0
7709,4138,3.0,1,Urban,1954,Old,586700.0
7710,3388,2.0,1,Suburban,1958,Average,502080.0
7711,2582,4.0,1,Urban,1988,Old,397300.0
7712,4320,2.0,2,Urban,1976,New,1279000.0
7713,2579,5.0,3,Urban,1981,Average,538800.0
7714,3932,4.0,3,Suburban,2013,New,988680.0
7715,4373,2.0,2,Urban,1982,New,1342837.1240157033
7716,4018,5.0,1,Suburban,1967,Average,641880.0
7717,4557,5.0,3,Rural,2016,New,878260.0
7718,4816,4.0,2,Urban,1954,Average,944200.0
7719,3637,1.0,1,Rural,2008,New,654660.0
7720,3181,1.0,3,Urban,1953,Good,750250.0
7721,4736,,2,Suburban,1965,New,1194782.2668178373
7722,2219,1.0,3,Rural,1997,Average,265280.0
7723,4950,5.0,3,Rural,2015,Good,799500.0
7724,2130,1.0,2,Urban,1957,Good,486500.0
7725,3717,5.0,2,Suburban,1993,Old,476040.0
7726,2246,5.0,3,Urban,1970,Old,348900.0
7727,2240,5.0,3,Urban,1975,Old,353000.0
7728,4544,5.0,2,Urban,1984,Good,1157000.0
7729,3644,3.0,1,Urban,1964,Old,522600.0
7730,4975,1.0,1,Suburban,1989,Good,976000.0
7731,1664,5.0,1,Urban,1979,Old,260600.0
7732,1271,2.0,1,Rural,2015,New,245780.0
7733,2302,4.0,2,Suburban,1962,Old,265240.0
7734,2210,2.0,1,Suburban,1950,Average,305600.0
7735,4570,2.0,3,Suburban,1992,Old,552400.0
7736,2705,3.0,1,Suburban,1977,Good,530000.0
7737,4801,1.0,2,Urban,1950,Average,907200.0
7738,4304,3.0,1,Suburban,1989,Average,689640.0
7739,4283,1.0,1,Urban,1983,Good,1045750.0
7740,1398,5.0,2,Urban,1962,Average,278600.0
7741,1791,,1,Urban,2010,Average,380200.0
7742,2732,4.0,2,Suburban,2015,Average,479120.0
7743,3584,1.0,1,Urban,1953,Old,482600.0
7744,3841,3.0,2,Urban,1962,Average,747200.0
7745,866,4.0,1,Urban,1985,New,266800.0
7746,4198,2.0,3,Urban,2010,New,1281400.0
7747,3550,5.0,3,Suburban,2007,Old,475000.0
7748,1269,5.0,2,Suburban,1964,Old,153280.0
7749,2524,2.0,2,Rural,1961,New,422320.0
7750,4785,3.0,2,Urban,2018,Average,992000.0
7751,2431,2.0,3,Urban,2010,New,751300.0
7752,1574,4.0,2,Urban,1991,Good,411500.0
7753,3812,1.0,1,Rural,1981,Average,430440.0
7754,3303,3.0,2,Urban,1951,New,955503.6813521287
7755,2286,1.0,2,Urban,1957,New,639800.0
7756,4819,2.0,1,Urban,2003,Average,968800.0
7757,1729,5.0,1,Urban,1957,Average,334800.0
7758,3812,1.0,3,Urban,1962,Average,726400.0
7759,2305,1.0,1,Suburban,1978,Old,246600.0
7760,3744,5.0,1,Suburban,1962,Good,742800.0
7761,3619,1.0,2,Urban,2007,Old,546850.0
7762,1984,1.0,3,Urban,2012,New,609200.0
7763,1088,5.0,1,Urban,1996,Good,300000.0
7764,2611,5.0,3,Suburban,1987,Old,342320.0
7765,1327,2.0,1,Suburban,2018,New,338480.0
7766,1716,2.0,3,Suburban,2018,Average,304560.0
7767,2508,1.0,1,Urban,1989,New,733400.0
7768,4374,3.0,2,Suburban,1950,Average,666840.0
7769,4119,2.0,3,Rural,1951,Old,333710.0
7770,2206,2.0,3,Suburban,1978,New,519440.0
7771,2041,3.0,1,Urban,1956,Good,478250.0
7772,3933,3.0,3,Suburban,2006,New,971920.0
7773,1598,5.0,1,Suburban,2004,Average,291680.0
7774,2323,2.0,3,Urban,2022,Old,382450.0
7775,4907,4.0,3,Urban,1985,Good,1243750.0
7776,3688,4.0,2,Suburban,1956,Good,720600.0
7777,3490,1.0,2,Suburban,1959,Old,374800.0
7778,4891,2.0,3,Rural,1988,Old,440190.0
7779,2041,4.0,2,Urban,2007,New,646300.0
7780,1490,2.0,3,Suburban,1989,New,358600.0
7781,1327,2.0,1,Urban,1963,Good,296750.0
7782,2295,4.0,3,Rural,1950,New,395100.0
7783,4625,2.0,3,Urban,1966,Average,903000.0
7784,3693,3.0,2,Urban,1998,Average,753600.0
7785,1692,1.0,2,Urban,1965,New,469600.0
7786,1186,5.0,1,Suburban,1956,Good,225200.0
7787,2049,4.0,1,Urban,1964,New,600700.0
7788,3328,5.0,1,Suburban,1970,Old,418441.72816380666
7789,4328,1.0,3,Urban,2015,Old,666200.0
7790,1697,3.0,1,Urban,2008,Good,444250.0
7791,1510,3.0,1,Urban,1997,Good,386500.0
7792,4495,3.0,2,Urban,2022,Old,713250.0
7793,3486,3.0,2,Urban,1999,Old,538900.0
7794,1215,4.0,1,Suburban,1959,Average,175400.0
7795,2271,4.0,1,Urban,2001,New,704300.0
7796,4980,2.0,3,Urban,2017,Good,1274000.0
7797,3231,2.0,3,Suburban,1979,Old,378720.0
7798,3315,1.0,2,Urban,1983,Good,808750.0
7799,1895,2.0,1,Suburban,2014,Old,243400.0
7800,1609,1.0,1,Rural,2009,Good,242350.0
7801,3844,1.0,1,Urban,1957,Good,910000.0
7802,1792,1.0,1,Suburban,2014,Average,292720.0
7803,2081,3.0,1,Suburban,2018,Average,362960.0
7804,2573,5.0,3,Urban,2006,Average,562600.0
7805,4361,5.0,3,Suburban,1994,Average,733760.0
7806,4616,4.0,1,Urban,1998,Average,943200.0
7807,2556,1.0,3,Urban,2011,Old,396400.0
7808,3173,3.0,3,Suburban,1988,New,771520.0
7809,3376,2.0,1,Suburban,1970,Old,377120.0
7810,1691,2.0,3,Rural,2002,New,318380.0
7811,4984,4.0,1,Suburban,1994,Average,813440.0
7812,1507,4.0,3,Urban,1977,Good,385750.0
7813,3197,1.0,1,Suburban,2002,Good,634396.9573416824
7814,2934,1.0,1,Suburban,1958,New,654160.0
7815,3154,2.0,3,Suburban,2020,New,788960.0
7816,1776,2.0,3,Suburban,2010,Old,235120.0
7817,1534,2.0,2,Rural,1976,New,259120.0
7818,3268,2.0,1,Urban,1971,Old,463200.0
7819,3340,5.0,1,Urban,1979,Average,679000.0
7820,1432,1.0,1,Suburban,1964,Good,262523.76869588194
7821,4899,1.0,1,Suburban,1964,Good,878490.8339491715
7822,3701,2.0,3,Suburban,2002,Old,458120.0
7823,2463,3.0,3,Urban,1972,New,732900.0
7824,2815,2.0,2,Urban,2019,Old,448250.0
7825,3981,4.0,1,Urban,1965,New,1181300.0
7826,4863,3.0,2,Suburban,2014,New,1198120.0
7827,3430,4.0,2,Urban,1994,New,1050000.0
7828,4672,,2,Suburban,1956,Old,533640.0
7829,1854,,2,Rural,1994,Average,223243.8668359211
7830,1180,2.0,2,Urban,1988,Good,290000.0
7831,3882,2.0,3,Urban,1999,Old,593300.0
7832,3191,,3,Urban,1998,Average,658200.0
7833,2392,4.0,2,Urban,1997,Good,622000.0
7834,3547,5.0,3,Urban,1998,Old,564704.6724587744
7835,3189,3.0,3,Urban,1989,Old,489350.0
7836,4353,3.0,2,Suburban,1988,Average,701480.0
7837,3827,1.0,3,Urban,2006,Old,582050.0
7838,2007,3.0,3,Suburban,2012,Good,435400.0
7839,4653,5.0,1,Rural,2005,Average,595360.0
7840,1344,2.0,2,Urban,1951,Old,159600.0
7841,3881,4.0,1,Suburban,1975,Good,773200.0
7842,4463,1.0,1,Urban,1972,Old,633450.0
7843,3039,4.0,2,Urban,1967,Average,601800.0
7844,3167,2.0,1,Suburban,2017,Old,399040.0
7845,4573,3.0,1,Urban,2009,Good,1164250.0
7846,3427,5.0,3,Urban,1951,New,1085940.0411765901
7847,4731,1.0,1,Urban,1998,Old,699650.0
7848,3274,5.0,2,Rural,1987,Old,318660.0
7849,3930,5.0,3,Urban,1980,Good,1004500.0
7850,4307,,3,Suburban,1989,Good,892400.0
7851,896,5.0,3,Suburban,2002,Average,187360.0
7852,4658,2.0,2,Urban,2013,New,1417400.0
7853,3508,5.0,2,Urban,1982,Average,720600.0
7854,4136,5.0,2,Urban,2007,Good,1078000.0
7855,1256,2.0,1,Urban,1999,Good,315000.0
7856,3787,4.0,1,Urban,2013,Good,981750.0
7857,4888,2.0,3,Urban,1952,Good,1186000.0
7858,4684,3.0,3,Urban,2010,Average,968800.0
7859,1831,2.0,2,Urban,1959,New,515300.0
7860,1007,4.0,2,Suburban,2015,Good,243400.0
7861,2737,3.0,1,Urban,2000,Average,559400.0
7862,1946,3.0,1,Rural,1979,Average,224520.0
7863,3364,1.0,2,Urban,1974,Average,643800.0
7864,1242,,2,Suburban,1992,Average,227720.0
7865,1632,3.0,1,Rural,2013,Average,220840.0
7866,2261,3.0,3,Urban,2008,Good,595250.0
7867,4316,,3,Suburban,2011,Good,906200.0
7868,1959,3.0,1,Urban,1959,New,558700.0
7869,1186,4.0,1,Rural,2013,New,248480.0
7870,2841,,3,Suburban,2009,New,732840.0
7871,3353,1.0,1,Urban,1969,New,966900.0
7872,2518,1.0,3,Suburban,1998,Old,302160.0
7873,4850,5.0,3,Suburban,1976,Average,794000.0
7874,4209,5.0,1,Urban,2000,Average,873800.0
7875,1489,2.0,2,Suburban,2006,Average,251240.0
7876,1969,3.0,2,Suburban,1986,Old,239280.0
7877,1752,3.0,2,Urban,1952,Average,319400.0
7878,4296,3.0,2,Suburban,1978,Average,682360.0
7879,4717,4.0,2,Urban,2017,Average,987400.0
7880,3284,2.0,2,Suburban,1996,Average,528440.0
7881,2654,3.0,2,Urban,2018,Average,565800.0
7882,4239,4.0,1,Suburban,1970,New,1009360.0
7883,4031,4.0,1,Suburban,1991,Old,496720.0
7884,3397,1.0,2,Suburban,1970,Good,646400.0
7885,4783,4.0,1,Rural,1951,New,833940.0
7886,2991,5.0,3,Urban,2018,Old,508650.0
7887,3435,4.0,2,Urban,1956,Average,670000.0
7888,1456,5.0,3,Suburban,1984,Old,200720.0
7889,4612,5.0,1,Urban,1979,Average,933400.0
7890,4140,1.0,2,Urban,1993,Average,818000.0
7891,4711,1.0,3,Suburban,1995,Old,562320.0
7892,2596,4.0,1,Suburban,2004,Good,493360.7200955323
7893,2562,1.0,2,Urban,1950,Average,459400.0
7894,4085,1.0,2,Suburban,2003,Average,671111.7378145322
7895,2385,3.0,3,Suburban,1950,New,544400.0
7896,4363,4.0,3,Suburban,2012,Old,567560.0
7897,3240,4.0,3,Rural,2004,Old,327600.0
7898,3900,4.0,1,Urban,1976,Old,583000.0
7899,4044,1.0,3,Suburban,1964,New,936560.0
7900,1840,1.0,3,Urban,1958,Old,236000.0
7901,3927,5.0,3,Suburban,2018,Old,543407.9649833946
7902,3073,2.0,2,Suburban,2008,Average,506680.0
7903,4429,2.0,3,Urban,1972,Good,1091250.0
7904,2914,2.0,3,Rural,1960,Good,409100.0
7905,2477,3.0,1,Suburban,1973,New,579480.0
7906,3894,1.0,1,Rural,2021,Old,363460.0
7907,1798,5.0,3,Urban,2003,New,584400.0
7908,3084,5.0,1,Suburban,1980,Good,628800.0
7909,2389,2.0,1,Suburban,1971,New,546360.0
7910,1961,3.0,1,Suburban,1963,Average,288760.0
7911,3320,3.0,2,Suburban,1954,Average,502200.0
7912,4655,2.0,3,Suburban,1966,Average,722800.0
7913,1494,2.0,3,Suburban,2020,Old,211280.0
7914,4598,1.0,3,Urban,1993,Average,914600.0
7915,4483,3.0,1,Suburban,1998,New,1085920.0
7916,2771,5.0,1,Suburban,2014,Average,489360.0
7917,2303,2.0,1,Suburban,1953,Old,231360.0
7918,4049,1.0,2,Urban,1958,Average,764800.0
7919,4042,5.0,1,Urban,1985,Average,825400.0
7920,2668,3.0,2,Urban,2000,Old,417200.0
7921,2471,2.0,3,Suburban,1981,Old,289520.0
7922,1882,2.0,1,Urban,1967,Average,345400.0
7923,2528,1.0,2,Urban,1964,Good,593000.0
7924,4651,1.0,2,Suburban,1969,Average,730450.1464314656
7925,2942,3.0,1,Urban,2007,New,901600.0
7926,1948,2.0,2,Rural,1989,Old,171320.0
7927,1053,1.0,1,Suburban,2015,Average,175480.0
7928,4902,2.0,2,Rural,1962,Good,704300.0
7929,4342,3.0,3,Urban,1962,Average,852400.0
7930,3575,2.0,3,Urban,2011,New,1095500.0
7931,4133,5.0,3,Urban,1977,Old,638950.0
7932,4984,2.0,1,Suburban,1995,New,1193160.0
7933,4079,4.0,3,Urban,1964,Good,1015750.0
7934,3681,4.0,3,Urban,1993,New,1129300.0
7935,1065,3.0,3,Rural,1972,New,185700.0
7936,3140,3.0,1,Urban,2016,Old,499000.0
7937,3948,3.0,2,Suburban,2015,New,979520.0
7938,4159,5.0,1,Suburban,1999,Good,862800.0
7939,1804,5.0,1,Urban,1962,Good,445000.0
7940,2894,2.0,3,Suburban,1951,Old,310280.0
7941,4071,1.0,2,Suburban,1983,Good,794200.0
7942,1009,4.0,3,Urban,1989,Good,273250.0
7943,1687,4.0,3,Urban,2018,Good,471750.0
7944,953,4.0,1,Suburban,2010,Good,222600.0
7945,4393,2.0,1,Urban,1974,Good,1074250.0
7946,1214,,1,Suburban,2012,Good,256800.0
7947,4224,3.0,3,Suburban,1977,Good,843800.0
7948,2084,1.0,2,Urban,2005,Average,418800.0
7949,3948,3.0,2,Rural,1975,Good,584200.0
7950,1568,,3,Urban,1976,Old,223200.0
7951,1782,5.0,2,Urban,1975,Average,368400.0
7952,4002,3.0,3,Suburban,1964,Good,786400.0
7953,4326,2.0,2,Urban,1999,Good,1087500.0
7954,3587,2.0,3,Suburban,1955,Old,397440.0
7955,3010,5.0,2,Rural,2017,Good,505500.0
7956,1838,5.0,1,Urban,1953,Average,352600.0
7957,4732,5.0,1,Urban,1979,Average,957400.0
7958,1341,1.0,1,Urban,1958,Old,151150.0
7959,1158,2.0,1,Suburban,1991,Good,224600.0
7960,1649,5.0,3,Urban,1963,Old,252350.0
7961,3344,1.0,2,Urban,1989,Good,822000.0
7962,2631,4.0,3,Suburban,1952,Average,404960.0
7963,2272,,1,Urban,1990,Good,563480.8758811515
7964,2236,4.0,2,Urban,1982,Good,568000.0
7965,1129,2.0,3,Rural,2009,Average,156480.0
7966,4808,1.0,1,Urban,2013,Average,966600.0
7967,2188,1.0,2,Urban,2011,Average,445600.0
7968,4985,4.0,2,Urban,1956,Good,1229250.0
7969,1519,3.0,1,Suburban,1999,Old,193280.0
7970,4035,4.0,1,Urban,1988,Average,817000.0
7971,2931,,2,Urban,2020,Good,759750.0
7972,1900,4.0,1,Urban,1996,Old,303000.0
7973,1472,4.0,3,Rural,2019,New,315960.0
7974,1316,1.0,1,Urban,1975,New,361800.0
7975,3332,4.0,1,Urban,2007,Good,862000.0
7976,4470,5.0,1,Suburban,2022,Good,948000.0
7977,1581,5.0,2,Urban,2000,Average,353200.0
7978,4323,3.0,2,Suburban,2001,Good,882600.0
7979,4358,2.0,1,Suburban,1965,Old,489960.0
7980,3186,,2,Urban,1997,Good,800500.0
7981,2389,1.0,1,Suburban,1976,Old,254680.0
7982,2301,2.0,3,Urban,1982,Old,339150.0
7983,4594,3.0,2,Urban,1972,Average,907800.0
7984,3880,5.0,1,Suburban,1994,Old,491600.0
7985,1876,1.0,2,Urban,1971,Good,451515.1847927337
7986,1900,5.0,3,Urban,1991,Old,318000.0
7987,1302,,3,Urban,1982,New,394600.0
7988,2139,1.0,1,Suburban,1959,Old,207680.0
7989,4685,4.0,2,Suburban,1996,Good,960000.0
7990,1423,2.0,3,Urban,1988,Average,284600.0
7991,2686,3.0,2,Urban,1995,Good,683500.0
7992,4150,1.0,1,Rural,2021,Good,635500.0
7993,1850,5.0,3,Suburban,2000,Good,412000.0
7994,4572,1.0,3,Urban,1974,New,1347600.0
7995,4716,4.0,2,Suburban,1964,Average,745560.0
7996,4818,3.0,3,Urban,2007,New,1474400.0
7997,2129,1.0,1,Suburban,2008,Old,255480.0
7998,4914,3.0,1,Suburban,1975,Old,576680.0
7999,4167,3.0,3,Urban,1990,New,1215235.2134043735
8000,4751,5.0,1,Suburban,1993,Average,785160.0
8001,3297,2.0,3,Suburban,1971,Old,378640.0
8002,2373,4.0,3,Rural,1986,Average,302760.0
8003,3434,1.0,3,Urban,1963,New,995200.0
8004,3568,2.0,3,Suburban,1953,Old,393160.0
8005,2011,5.0,2,Urban,1973,New,613300.0
8006,1575,2.0,3,Urban,2015,Old,263250.0
8007,1960,3.0,1,Urban,2012,Good,514000.0
8008,3183,3.0,2,Suburban,2014,Average,540280.0
8009,3454,4.0,1,Urban,2015,New,1073200.0
8010,4340,1.0,3,Suburban,1962,Good,913961.2525316415
8011,1895,1.0,1,Urban,1976,New,536500.0
8012,823,5.0,2,Suburban,1966,New,200520.0
8013,4356,4.0,1,Urban,2018,Average,911200.0
8014,1879,1.0,2,Urban,2006,New,566700.0
8015,978,3.0,3,Suburban,2021,Average,199480.0
8016,3647,4.0,3,Suburban,2022,New,929280.0
8017,2760,2.0,1,Urban,1967,Old,383000.0
8018,2273,4.0,1,Suburban,1965,Good,441600.0
8019,2012,4.0,3,Urban,2000,Old,333800.0
8020,1609,1.0,3,Suburban,1989,Average,248440.0
8021,1219,5.0,1,Urban,1988,Average,263800.0
8022,4459,5.0,3,Urban,2005,Good,1127195.587158609
8023,4616,1.0,2,Rural,2003,Average,553920.0
8024,2078,1.0,2,Urban,1993,Old,301700.0
8025,3323,1.0,1,Suburban,1995,Good,651600.0
8026,2240,5.0,1,Urban,1981,Average,461000.0
8027,2140,1.0,3,Urban,1997,Average,427000.0
8028,3021,2.0,3,Urban,2010,Average,626200.0
8029,3192,2.0,2,Urban,2015,Average,660400.0
8030,2161,3.0,1,Urban,1987,New,647300.0
8031,1391,2.0,1,Urban,1992,New,405377.4964489052
8032,1326,4.0,1,Urban,1953,New,372800.0
8033,3303,3.0,1,Urban,1954,Average,626600.0
8034,2092,2.0,2,Suburban,2007,New,516080.0
8035,2454,4.0,2,Urban,1986,Average,503800.0
8036,987,2.0,1,Suburban,1975,Old,95440.0
8037,3558,4.0,2,Urban,1958,Average,696600.0
8038,1328,1.0,1,Suburban,1964,Good,221600.0
8039,1233,4.0,2,Urban,1975,Good,310250.0
8040,4312,1.0,3,Urban,2012,Good,1092000.0
8041,2604,4.0,2,Urban,2019,Average,566800.0
8042,1102,4.0,1,Urban,1976,Good,273500.0
8043,4982,2.0,3,Suburban,2003,Good,1011400.0
8044,1237,4.0,1,Urban,1980,Average,249400.0
8045,3388,2.0,3,Rural,1981,Average,399560.0
8046,1632,4.0,3,Suburban,1951,New,374680.0
8047,1596,,2,Urban,1967,Average,323200.0
8048,1359,3.0,2,Urban,1977,New,401700.0
8049,4388,2.0,3,Rural,2020,Average,558560.0
8050,1561,2.0,3,Urban,1974,Old,220150.0
8051,4374,1.0,3,Suburban,1988,Good,864800.0
8052,4585,,1,Rural,1998,Old,442650.0
8053,3314,1.0,2,Suburban,1953,Average,480240.0
8054,1484,5.0,1,Suburban,2001,Old,211080.0
8055,1377,5.0,2,Suburban,2017,New,384480.0
8056,1027,4.0,1,Suburban,2006,Average,192320.0
8057,3128,1.0,2,Urban,1962,Average,584600.0
8058,3531,3.0,3,Urban,2014,Old,565650.0
8059,1627,5.0,3,Suburban,2012,Good,379400.0
8060,1230,5.0,2,Rural,2020,Average,204600.0
8061,1863,2.0,3,Suburban,1974,Good,358600.0
8062,2509,4.0,3,Suburban,1972,Old,305080.0
8063,2034,,1,Urban,1979,Old,296100.0
8064,1101,5.0,2,Suburban,2010,Old,179120.0
8065,2220,2.0,3,Urban,1956,New,634000.0
8066,1568,1.0,2,Suburban,2003,Average,250880.0
8067,2204,5.0,1,Rural,1966,Old,196360.0
8068,1243,2.0,2,Urban,2009,Old,202450.0
8069,3904,1.0,1,Rural,2015,New,709720.0
8070,4105,4.0,1,Rural,1987,Average,501600.0
8071,2338,1.0,1,Rural,1962,Good,304700.0
8072,4730,5.0,3,Urban,2001,Average,989000.0
8073,2131,3.0,1,Urban,2001,Old,353615.30309012387
8074,869,1.0,2,Suburban,1981,Good,151800.0
8075,4235,3.0,2,Urban,1958,New,1245500.0
8076,1280,3.0,3,Urban,1966,New,372000.0
8077,4894,1.0,3,Rural,1989,Old,431460.0
8078,4296,4.0,1,Suburban,2003,Good,884200.0
8079,3593,1.0,1,Urban,2003,Average,713600.0
8080,3692,,1,Urban,1977,Old,532800.0
8081,1998,3.0,3,Suburban,2021,Good,442600.0
8082,3172,5.0,3,Suburban,1999,Good,675400.0
8083,2692,3.0,2,Urban,1967,Good,657000.0
8084,2683,5.0,1,Urban,1962,Good,664750.0
8085,1597,2.0,1,Suburban,1982,New,367280.0
8086,817,2.0,2,Urban,1964,Good,175250.0
8087,843,2.0,2,Urban,1987,Good,204750.0
8088,954,1.0,2,Suburban,1955,Old,66480.0
8089,4248,3.0,2,Urban,1994,New,1285400.0
8090,4880,5.0,1,Suburban,2008,New,1132702.881346477
8091,2225,2.0,3,Suburban,1997,New,543000.0
8092,4439,2.0,1,Urban,1990,Average,879800.0
8093,4926,5.0,2,Rural,2004,Average,632120.0
8094,2692,3.0,3,Suburban,2010,New,678080.0
8095,1697,3.0,1,Suburban,1951,Old,166640.0
8096,4224,5.0,2,Urban,1951,Good,1044000.0
8097,2058,4.0,3,Suburban,1959,Good,402600.0
8098,2815,3.0,3,Rural,1988,New,516700.0
8099,2502,5.0,3,Urban,1951,New,743600.0
8100,1673,5.0,1,Suburban,2014,Average,313680.0
8101,1365,2.0,2,Urban,2015,New,431500.0
8102,2818,5.0,1,Urban,2001,Average,596600.0
8103,2685,1.0,1,Urban,1993,New,790500.0
8104,2923,,1,Urban,1983,Good,715750.0
8105,3114,2.0,3,Urban,2022,New,968200.0
8106,4683,3.0,2,Urban,1994,Good,1181750.0
